INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJl_CT7Qm1RIYRmiQYoWVnXp8', '8', '2015-04-10 13:06:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 19:20:47');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-11 19:21:16');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-11 19:49:50');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-11 19:56:02');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-11 19:12:17');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 19:29:15');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 19:20:07');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-11 19:04:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 19:20:53');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-11 19:58:09');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 20:12:48');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 20:55:55');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 20:17:51');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-11 20:27:40');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 20:08:23');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-11 20:32:13');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-11 20:51:43');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 20:45:31');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 20:13:24');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-11 20:35:19');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-11 21:47:14');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 21:45:00');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '8', '2015-04-11 21:54:58');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-11 21:03:46');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-11 21:26:50');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 21:57:31');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '1', '2015-04-11 21:09:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-11 21:03:14');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-11 21:13:34');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-11 21:46:24');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 22:52:49');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-11 22:57:44');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-11 22:50:47');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 22:56:19');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-11 22:23:47');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-11 22:36:23');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-11 22:19:12');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-11 22:09:04');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-11 22:42:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-11 22:17:51');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-11 23:35:04');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-11 23:20:02');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-11 23:02:06');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '4', '2015-04-11 23:30:20');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-11 23:46:04');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '4', '2015-04-11 23:22:42');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '4', '2015-04-11 23:40:05');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-11 23:49:51');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-11 23:39:58');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-11 23:27:10');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '4', '2015-04-12 00:12:57');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 00:26:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 00:10:10');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-12 00:06:38');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 00:52:25');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 00:09:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '1', '2015-04-12 00:50:38');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 00:07:55');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-12 00:03:31');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 00:16:31');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 13:17:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 13:06:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 13:31:16');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-12 13:50:54');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '1', '2015-04-12 13:57:57');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '8', '2015-04-12 13:23:26');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 13:07:06');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '8', '2015-04-12 13:11:59');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 13:35:32');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 13:07:25');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-12 14:31:12');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-12 14:42:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 14:33:55');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-12 14:17:46');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 14:53:20');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 14:14:57');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-12 14:48:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 14:51:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 14:38:41');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 14:28:45');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-12 15:58:21');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 15:14:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-12 15:31:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-12 15:50:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-12 15:21:34');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 15:22:49');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '11', '2015-04-12 15:34:59');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-12 15:12:14');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '12', '2015-04-12 15:04:09');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 15:14:04');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 16:46:28');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 16:15:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-12 16:46:14');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 16:51:57');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 16:12:03');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 16:44:25');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 16:28:43');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 16:17:25');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-12 16:06:55');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 16:29:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-12 17:05:47');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 17:12:38');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-12 17:30:55');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-12 17:49:12');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 17:08:01');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '0', '2015-04-12 17:21:42');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-12 17:32:53');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '7', '2015-04-12 17:47:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '8', '2015-04-12 17:25:43');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-12 17:15:59');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-12 18:22:22');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-12 18:30:44');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-12 18:38:01');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 18:26:01');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 18:21:02');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 18:12:43');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '2', '2015-04-12 18:36:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '9', '2015-04-12 18:44:36');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '5', '2015-04-12 18:16:38');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-12 18:26:18');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '17', '2015-04-12 19:16:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 19:50:24');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '17', '2015-04-12 19:48:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '20', '2015-04-12 19:52:41');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '19', '2015-04-12 19:29:44');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '17', '2015-04-12 19:14:21');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-12 19:27:34');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 19:17:54');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '14', '2015-04-12 19:07:33');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-12 19:04:44');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '23', '2015-04-12 20:14:20');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '28', '2015-04-12 20:37:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '28', '2015-04-12 20:42:53');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '24', '2015-04-12 20:31:36');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '23', '2015-04-12 20:50:58');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '29', '2015-04-12 20:11:50');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '29', '2015-04-12 20:25:27');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '24', '2015-04-12 20:42:22');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '20', '2015-04-12 20:08:02');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '24', '2015-04-12 20:16:49');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '38', '2015-04-12 21:11:12');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '34', '2015-04-12 21:47:42');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '37', '2015-04-12 21:34:54');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '36', '2015-04-12 21:06:48');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '32', '2015-04-12 21:26:33');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '38', '2015-04-12 21:40:40');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '38', '2015-04-12 21:47:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '34', '2015-04-12 21:44:36');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '35', '2015-04-12 21:31:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '38', '2015-04-12 21:16:28');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '32', '2015-04-12 22:54:25');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '33', '2015-04-12 22:21:39');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '39', '2015-04-12 22:49:50');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '35', '2015-04-12 22:12:13');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '37', '2015-04-12 22:22:08');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '39', '2015-04-12 22:43:09');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '40', '2015-04-12 22:22:47');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '32', '2015-04-12 22:28:49');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '36', '2015-04-12 22:11:59');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '35', '2015-04-12 22:55:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '26', '2015-04-12 23:00:06');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '35', '2015-04-12 23:46:26');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '30', '2015-04-12 23:41:40');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '27', '2015-04-12 23:30:54');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '32', '2015-04-12 23:24:46');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '34', '2015-04-12 23:06:04');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '26', '2015-04-12 23:22:44');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '24', '2015-04-12 23:41:32');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '26', '2015-04-12 23:07:46');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '25', '2015-04-12 23:10:14');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-13 00:22:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-13 00:20:41');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '19', '2015-04-13 00:20:24');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-13 00:04:32');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-13 00:50:33');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '17', '2015-04-13 00:15:54');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '13', '2015-04-13 00:52:52');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '17', '2015-04-13 00:25:09');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '19', '2015-04-13 00:00:00');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '15', '2015-04-13 00:06:10');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-13 13:40:20');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '3', '2015-04-13 13:25:18');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '10', '2015-04-13 13:16:53');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '8', '2015-04-13 13:07:29');
INSERT INTO reports (google_id, wait_time, created_at) VALUES ('ChIJoQKzBAq1RIYR9vDjI9c6QZs', '6', '2015-04-13 13:09:58');
